movie_id,title,genre,budget,production_house,release_year,duration_mins,language,imdb_rating,popularity_score
662,Lead Design,Horror,14755190,Marvel Studios,2014,145,Hindi,5.3,57
663,Approach Ball,Action,83114004,Lionsgate Films,2010,93,Korean,5.2,46
664,Threat Item,Thriller,219308335,Marvel Studios,2017,149,Tamil,4.5,74
665,Work And,Thriller,143763759,Lionsgate Films,2012,148,French,7.0,79
666,Necessary Kitchen,Action,235026455,Legendary,2008,130,Korean,5.3,97
667,Science Less,Documentary,37587678,Sony Pictures,2000,159,English,4.9,10
668,Quite Term,Thriller,61637528,MGM Studios,2024,172,Tamil,6.3,97
669,Nothing Gas,Drama,110828256,Sony Pictures,2003,109,Tamil,6.9,53
670,Parent Let,Action,184464370,Legendary,2007,85,Hindi,6.1,66
671,Safe Movement,Comedy,216074940,DC,2024,169,English,9.1,47
672,Keep Son,Romance,163182351,Paramount Pictures,2004,113,English,7.6,55
673,Point Environment,Sci-Fi,17946756,Warner Bros,2022,117,Hindi,4.6,73
674,Reduce Cut,Horror,216856867,Walt Disney,2015,176,French,6.9,96
675,Grow Idea,Comedy,277911155,Legendary,2022,113,Spanish,7.2,97
676,Although Tough,Action,294509678,Lionsgate Films,2023,80,Korean,6.8,71
677,Suffer Room,Drama,53021776,Marvel Studios,2002,136,Hindi,6.6,14
678,Hand Subject,Thriller,176260454,MGM Studios,2005,130,French,6.4,34
679,Family Newspaper,Horror,290053313,MGM Studios,2025,111,French,9.4,51
680,Natural Action,Documentary,168297448,Lionsgate Films,2012,152,Hindi,7.9,12
681,Many Build,Sci-Fi,183689113,MGM Studios,2008,120,French,4.7,16
682,Choose Your,Drama,97948912,Universal Studios,2021,179,Korean,9.5,32
683,Wall Institution,Horror,24884547,DC,2003,89,Korean,4.9,88
684,Agency Accept,Action,122906861,MGM Studios,2017,176,Spanish,8.5,27
685,Many Top,Horror,169785777,Warner Bros,2013,170,French,5.1,66
686,Example Technology,Romance,176907818,DC,2019,87,Korean,6.9,7
687,Who After,Action,162669417,Legendary,2009,147,Spanish,5.8,7
688,Suggest Small,Romance,203043588,Sony Pictures,2021,115,French,8.8,79
689,Question Stay,Horror,232573900,Paramount Pictures,2013,86,Hindi,8.4,34
690,Just Professor,Drama,8706822,Marvel Studios,2010,134,Hindi,7.0,57
691,Adult Him,Sci-Fi,289577753,Universal Studios,2018,137,Hindi,8.3,29
692,Image Thank,Thriller,272883164,MGM Studios,2000,134,Tamil,5.7,48
693,Another Either,Romance,218130225,Sony Pictures,2025,96,French,5.4,54
694,Majority Option,Sci-Fi,156257936,Universal Studios,2003,130,French,6.2,78
695,Feel Safe,Sci-Fi,123890885,Universal Studios,2000,168,French,6.6,24
696,Spring Think,Comedy,94902968,Legendary,2009,103,Korean,6.6,62
697,Gun Street,Documentary,167760838,Sony Pictures,2004,177,Hindi,7.6,50
698,Indicate Be,Action,56650055,Walt Disney,2005,115,French,9.4,12
699,Peace Authority,Sci-Fi,271239604,Marvel Studios,2017,146,French,6.4,8
700,Cut Budget,Action,289219388,Universal Studios,2003,140,Spanish,7.1,51
701,Past Carry,Documentary,266501035,Lionsgate Films,2004,105,English,5.4,77
702,Woman Fall,Sci-Fi,239418111,Universal Studios,2025,114,Korean,5.2,92
703,Property Yet,Horror,142262664,Legendary,2020,134,English,5.2,15
704,Dinner Back,Drama,29707141,Warner Bros,2016,112,Tamil,8.2,62
705,People Vote,Sci-Fi,123393655,Sony Pictures,2011,169,Spanish,8.1,97
706,Determine President,Action,248607159,Lionsgate Films,2011,161,Tamil,6.3,34
707,Crime Hour,Drama,167302717,Legendary,2003,165,Spanish,8.0,30
708,Start Nearly,Sci-Fi,136945271,DC,2025,176,Hindi,4.7,87
709,Others Seek,Horror,137614687,Marvel Studios,2020,127,Hindi,7.8,44
710,East Lead,Drama,106661201,Walt Disney,2003,97,Tamil,5.3,92
711,Which Focus,Documentary,154258371,Lionsgate Films,2019,177,French,8.2,63
712,Partner Especially,Comedy,242994627,Paramount Pictures,2024,130,Tamil,5.7,38
713,Their Language,Drama,263682997,Legendary,2000,104,Spanish,7.2,88
714,Job Hair,Drama,40071297,Paramount Pictures,2011,171,English,7.8,8
715,Drug Hard,Comedy,208782393,Warner Bros,2001,112,Hindi,8.1,25
716,Language College,Action,208561275,MGM Studios,2025,109,Hindi,8.1,65
717,Question Write,Drama,144218547,MGM Studios,2007,122,Tamil,8.9,2
718,Involve Yard,Action,56747047,Lionsgate Films,2002,171,Korean,6.7,65
719,Leave Grow,Romance,277052894,Walt Disney,2013,124,Tamil,5.9,33
720,Environment Enough,Sci-Fi,141473758,Marvel Studios,2013,86,Spanish,5.6,69
721,Race Raise,Sci-Fi,36410603,Paramount Pictures,2019,159,Tamil,6.8,71
722,May Knowledge,Comedy,9358861,DC,2007,162,Spanish,5.1,69
723,Term Parent,Documentary,270691316,Lionsgate Films,2021,112,Spanish,8.2,80
724,Keep Indeed,Horror,284303446,Lionsgate Films,2024,99,French,7.5,40
725,Report Left,Sci-Fi,259364219,MGM Studios,2022,97,Korean,5.0,58
726,Time Fight,Drama,137254143,Sony Pictures,2007,84,English,8.8,77
727,Evening Serve,Horror,136631432,Legendary,2008,96,Tamil,8.7,84
728,Goal Notice,Thriller,242339829,Legendary,2016,110,Tamil,7.3,14
729,None Billion,Drama,61521249,Lionsgate Films,2015,83,Korean,9.1,21
730,Democrat Social,Thriller,93557875,Lionsgate Films,2016,86,French,7.4,28
731,Source Campaign,Drama,79225142,Walt Disney,2001,94,English,5.4,23
732,Military Mr,Action,9738891,Walt Disney,2022,146,Korean,6.8,49
733,Painting Work,Comedy,25325409,Universal Studios,2016,160,Spanish,7.9,72
734,Soon Shoulder,Documentary,208357709,Walt Disney,2000,150,English,8.6,25
735,Director Bring,Sci-Fi,207005900,Walt Disney,2009,87,French,5.7,71
736,Age Step,Romance,172436140,Warner Bros,2020,90,Spanish,7.1,7
737,Issue For,Documentary,149371569,Sony Pictures,2025,176,Spanish,7.7,25
738,Southern Campaign,Sci-Fi,167070290,Sony Pictures,2018,120,French,8.5,5
739,On Choose,Action,107598800,Universal Studios,2014,176,Korean,9.1,1
740,She Approach,Sci-Fi,150758905,DC,2023,155,Korean,6.7,10
741,Force Morning,Sci-Fi,11493226,Universal Studios,2013,135,French,6.4,35
742,Phone People,Comedy,40634898,Universal Studios,2020,130,Hindi,6.0,12
743,Send Paper,Comedy,121686136,Marvel Studios,2000,137,Spanish,6.1,52
744,History Benefit,Romance,253025341,Universal Studios,2016,158,English,6.3,72
745,Member Shoulder,Thriller,231798930,Sony Pictures,2017,105,Hindi,7.3,49
746,Before Section,Horror,86526550,Sony Pictures,2019,138,English,7.1,70
747,Treat Real,Horror,299189267,Lionsgate Films,2020,152,English,6.9,88
748,Into Morning,Documentary,40002518,DC,2000,127,Spanish,6.6,47
749,Two Play,Documentary,42625946,MGM Studios,2014,128,English,8.0,31
750,Economy Population,Drama,12959842,Walt Disney,2004,135,French,8.3,46
751,Purpose Score,Documentary,281234067,MGM Studios,2017,103,Korean,4.6,11
752,Girl Treat,Action,198860431,Legendary,2002,180,Korean,6.3,66
753,Tough Always,Sci-Fi,64231879,Paramount Pictures,2015,138,Hindi,8.0,86
754,Board Region,Drama,263142121,Marvel Studios,2012,157,Tamil,8.4,13
755,Home Next,Drama,151501497,Walt Disney,2019,171,Spanish,6.5,18
756,Guy Affect,Horror,143953225,Legendary,2005,98,Spanish,9.2,43
757,College Imagine,Comedy,242204880,Universal Studios,2025,170,Hindi,8.1,47
758,Value Arm,Romance,71808092,Walt Disney,2017,124,French,6.0,63
759,Recently Continue,Action,172240584,Sony Pictures,2024,144,Tamil,4.5,74
760,Either Seven,Drama,68822115,DC,2015,80,French,7.4,94
761,Free Stay,Action,35021148,Sony Pictures,2007,170,Hindi,6.6,7
762,Pretty Skin,Documentary,93168424,Warner Bros,2004,115,Korean,9.5,65
763,Under Clearly,Drama,177146460,Marvel Studios,2000,87,English,6.9,84
764,Against Minute,Drama,87392064,Marvel Studios,2022,137,Tamil,5.0,54
765,Once Also,Comedy,210103743,Lionsgate Films,2025,178,Hindi,4.5,9
766,South Attention,Action,189673763,Lionsgate Films,2020,169,English,5.0,74
767,Eight Exactly,Sci-Fi,1550665,MGM Studios,2005,139,English,9.4,85
768,Result Hundred,Comedy,170105410,Legendary,2013,90,French,8.9,96
769,Manager Will,Sci-Fi,123091296,Paramount Pictures,2001,152,Tamil,5.5,5
770,Deal Foot,Documentary,39053503,Sony Pictures,2018,120,French,4.6,62
771,Inside Mouth,Romance,47505746,Lionsgate Films,2018,180,Hindi,7.3,42
772,Knowledge Young,Romance,122871490,Legendary,2025,152,Spanish,6.8,76
773,Democratic Human,Thriller,222257935,DC,2004,156,Hindi,5.9,61
774,Decade Ability,Comedy,222952958,Walt Disney,2019,172,Spanish,9.1,61
775,Leave Others,Thriller,167888807,Lionsgate Films,2002,107,French,8.4,5
776,Quickly Start,Romance,179396912,Universal Studios,2004,125,Spanish,7.8,52
777,Hand Security,Thriller,99341804,Walt Disney,2014,117,Tamil,9.4,94
778,Put Agreement,Sci-Fi,236069141,Marvel Studios,2016,177,Tamil,6.2,20
779,Crime Character,Horror,285509200,Universal Studios,2012,114,Spanish,6.7,96
780,Own Find,Horror,241413293,Warner Bros,2018,150,Tamil,9.4,33
781,Either Door,Romance,291952906,Lionsgate Films,2006,150,Hindi,9.3,41
782,Toward Wife,Thriller,206420272,Marvel Studios,2012,97,Spanish,4.7,43
783,Quality Education,Action,240184621,Paramount Pictures,2008,170,English,6.5,58
784,Along Sound,Sci-Fi,190214365,Walt Disney,2011,130,Tamil,5.5,24
785,Standard Catch,Action,19261288,Lionsgate Films,2010,178,Hindi,5.0,64
786,Economy Should,Romance,15794196,MGM Studios,2003,109,English,9.3,13
787,Place Two,Documentary,273467561,Sony Pictures,2003,156,French,4.6,43
788,Guess Debate,Romance,240006991,Sony Pictures,2001,167,French,5.4,82
789,Prepare Foot,Action,219035572,MGM Studios,2011,109,Hindi,8.6,35
790,Happen Method,Comedy,96094055,Universal Studios,2002,165,Tamil,5.4,41
791,Hair Pressure,Sci-Fi,32955113,Universal Studios,2005,133,French,9.1,11
792,Wear Could,Sci-Fi,60589340,DC,2006,172,Tamil,9.0,45
793,Research Letter,Romance,237306173,MGM Studios,2010,84,Korean,5.9,64
794,Film Indicate,Comedy,238802804,Warner Bros,2004,139,Spanish,7.3,46
795,Business Another,Sci-Fi,16059407,Warner Bros,2021,176,English,4.7,51
796,Really Enjoy,Romance,117088563,Marvel Studios,2024,172,English,5.5,75
797,Very Identify,Comedy,2612865,Marvel Studios,2011,96,English,8.9,55
798,Eye Young,Action,272915606,MGM Studios,2022,177,Hindi,4.8,70
799,Technology Leader,Romance,51355942,Warner Bros,2020,123,Spanish,7.6,23
800,Possible Blood,Sci-Fi,186815411,Warner Bros,2011,167,Spanish,6.2,6
801,Surface College,Sci-Fi,209264226,Walt Disney,2001,87,Korean,9.3,73
802,Loss Single,Action,11319509,Sony Pictures,2018,134,Spanish,4.8,70
803,Somebody Special,Horror,236811057,Paramount Pictures,2008,85,French,9.0,62
804,Thus Media,Romance,68273354,Warner Bros,2021,104,Spanish,8.7,40
805,Land Special,Sci-Fi,121811151,Universal Studios,2000,130,Korean,6.8,98
806,Try Management,Drama,180408449,DC,2000,107,Tamil,7.7,2
807,Design Under,Comedy,265800986,Warner Bros,2012,120,Hindi,5.2,51
808,Author New,Drama,154474785,Walt Disney,2014,148,Hindi,5.4,8
809,Marriage Production,Drama,81236235,Warner Bros,2025,108,Hindi,6.2,13
810,Arrive Work,Comedy,9178339,Universal Studios,2018,85,French,9.0,54
811,Training Pretty,Action,192217041,Warner Bros,2000,161,Spanish,7.3,53
812,Perhaps Maybe,Romance,131446598,Universal Studios,2004,94,English,6.4,57
813,Contain Rise,Thriller,74057974,MGM Studios,2000,116,French,6.2,59
814,Commercial Try,Sci-Fi,299759831,Lionsgate Films,2014,121,Spanish,8.8,12
815,Financial Everything,Drama,228363613,Marvel Studios,2005,130,English,5.7,31
816,Win Deep,Horror,97197032,Universal Studios,2022,98,Korean,6.4,67
817,Person South,Drama,42735102,Marvel Studios,2014,139,English,8.0,17
818,Ago Phone,Action,239863354,Walt Disney,2002,124,Tamil,5.6,97
819,Activity Nothing,Action,98137422,Warner Bros,2013,169,Tamil,5.0,78
820,Could Them,Drama,37252297,DC,2016,180,English,7.1,63
821,Husband Thing,Action,197517342,MGM Studios,2003,135,English,8.4,65
822,Show Glass,Horror,114513839,Lionsgate Films,2011,122,Spanish,7.3,94
823,Amount Individual,Sci-Fi,249973885,Paramount Pictures,2005,170,French,5.0,72
824,Staff Spring,Action,28028189,DC,2007,141,Spanish,8.3,90
825,Need Gun,Thriller,37060943,Lionsgate Films,2012,157,Tamil,7.0,75
826,There Pattern,Documentary,93544865,Lionsgate Films,2008,122,Hindi,8.8,85
827,Size Grow,Comedy,276905280,Legendary,2005,172,Korean,5.3,7
828,Million Program,Drama,296923161,Warner Bros,2019,117,Spanish,5.1,30
829,Necessary This,Drama,84476482,Universal Studios,2008,91,Hindi,5.9,36
830,Capital Art,Thriller,71694674,Lionsgate Films,2023,94,English,6.6,47
831,Work Fact,Thriller,6480315,Legendary,2023,160,French,4.6,5
832,Example Month,Thriller,28223473,Marvel Studios,2022,169,Tamil,5.6,17
833,Whom Yet,Drama,236636234,Paramount Pictures,2011,96,French,8.9,32
834,Cell Anything,Sci-Fi,105133254,Universal Studios,2024,177,Tamil,7.0,54
835,Black Process,Sci-Fi,26251632,Sony Pictures,2008,130,Tamil,4.5,8
836,Moment Be,Sci-Fi,124914700,Paramount Pictures,2014,138,Hindi,6.5,75
837,Note Important,Comedy,289444138,Warner Bros,2004,178,English,7.9,84
838,Hundred Wait,Drama,49135225,Sony Pictures,2021,167,French,4.9,39
839,Toward Serious,Horror,22945472,Legendary,2018,175,Spanish,5.6,4
840,To And,Romance,134112568,Lionsgate Films,2008,88,Spanish,6.4,21
841,Interest Company,Drama,44572370,Warner Bros,2003,133,Korean,4.6,8
842,Half Not,Sci-Fi,218895935,Lionsgate Films,2011,133,Korean,6.8,97
843,Measure Business,Action,206709990,Warner Bros,2022,130,Tamil,4.9,66
844,Better Subject,Horror,195374541,DC,2001,118,Spanish,5.9,98
845,Management Whether,Romance,162331371,Universal Studios,2014,135,Korean,9.4,88
846,Among Song,Romance,102234801,Warner Bros,2018,133,Hindi,4.5,83
847,Already End,Horror,90804990,Paramount Pictures,2006,96,Tamil,6.4,56
848,Song Home,Comedy,48491412,Marvel Studios,2004,112,Tamil,8.4,86
849,Remember Store,Drama,185427327,Lionsgate Films,2022,121,Hindi,7.9,13
850,Have Week,Action,287582196,Paramount Pictures,2019,167,Spanish,5.0,80
851,Note Become,Horror,80198611,Warner Bros,2023,119,French,4.9,77
852,Suggest Series,Horror,142556603,Warner Bros,2006,151,Hindi,8.5,18
853,Score Green,Romance,248461551,Legendary,2011,165,English,6.3,31
854,Lead Meet,Thriller,132813930,Marvel Studios,2006,84,French,5.7,11
855,Me During,Sci-Fi,285005787,Paramount Pictures,2012,83,Hindi,9.4,35
856,But Feeling,Sci-Fi,251667434,Sony Pictures,2022,152,French,5.8,43
857,Goal Arm,Documentary,216487439,MGM Studios,2022,172,Hindi,8.1,82
858,These Individual,Sci-Fi,108035057,DC,2007,135,Hindi,7.3,35
859,Pressure Old,Horror,208586089,MGM Studios,2024,144,Korean,9.3,9
860,Fire Fall,Horror,113002941,Marvel Studios,2004,90,Tamil,6.2,48
861,Phone Move,Action,288487084,Universal Studios,2018,122,Spanish,9.1,40
862,Scientist Affect,Comedy,184443686,Legendary,2024,131,Spanish,5.2,48
863,Art Deal,Horror,214177958,Marvel Studios,2014,103,English,8.8,31
864,Budget Issue,Action,244310074,Marvel Studios,2004,110,Hindi,8.4,76
865,Whether Fine,Comedy,143643967,Legendary,2012,95,Hindi,4.8,86
866,Analysis Main,Romance,293305665,MGM Studios,2006,111,Tamil,9.2,15
867,War Tree,Romance,171045745,Marvel Studios,2006,171,English,6.8,53
868,State Guy,Thriller,246831984,Warner Bros,2003,167,English,4.6,83
869,World Member,Comedy,267117471,Lionsgate Films,2011,101,Tamil,9.2,11
870,Order Store,Sci-Fi,295732894,Paramount Pictures,2002,151,Hindi,6.1,27
871,Question Whom,Sci-Fi,150980339,Legendary,2013,144,Korean,5.8,88
872,How Other,Documentary,27096988,Walt Disney,2015,104,French,9.3,83
873,Project Day,Action,285024449,Sony Pictures,2025,123,French,8.6,29
874,Huge Against,Documentary,249463369,Paramount Pictures,2004,153,Korean,6.5,42
875,Trouble Race,Horror,102092942,Warner Bros,2014,80,English,5.9,8
876,Learn My,Action,192721926,Legendary,2014,148,English,4.6,48
877,Town Former,Sci-Fi,279713311,Universal Studios,2001,83,Tamil,6.9,88
878,Across Alone,Drama,69732129,Walt Disney,2009,103,Hindi,6.8,25
879,Not Nice,Comedy,229397034,Universal Studios,2019,118,Tamil,9.3,89
880,The Seem,Comedy,117832064,Sony Pictures,2016,160,French,4.9,22
881,Avoid Always,Action,107547126,Walt Disney,2006,128,Spanish,6.2,91
882,Mission Throw,Drama,279151461,Sony Pictures,2005,172,English,7.5,24
883,Agree Scene,Documentary,133140708,DC,2004,172,Hindi,9.3,46
884,Two Fire,Thriller,126966713,Legendary,2005,99,French,8.0,57
885,Another Their,Thriller,103061365,Lionsgate Films,2019,157,Tamil,4.5,47
886,Get Throw,Documentary,120217296,DC,2007,96,Tamil,6.6,12
887,Only Very,Sci-Fi,19660784,Paramount Pictures,2012,91,English,7.3,59
888,Agree Statement,Action,275582977,Legendary,2012,157,Korean,8.4,16
889,Popular Scene,Drama,108322264,Sony Pictures,2001,92,English,7.0,20
890,New Fight,Horror,54567199,DC,2020,150,Tamil,9.0,72
891,Under Go,Drama,49125410,Paramount Pictures,2021,160,Korean,9.1,98
892,We Adult,Romance,287760128,Marvel Studios,2024,131,Korean,5.5,57
893,Throw Car,Romance,71343046,Legendary,2006,107,French,9.4,19
894,Official Painting,Drama,273922770,Universal Studios,2020,93,Spanish,6.0,20
895,Raise Summer,Sci-Fi,83830052,Legendary,2005,173,Hindi,6.5,49
896,Scientist Thank,Drama,182212100,Warner Bros,2011,163,English,9.0,32
897,May Black,Documentary,132341224,Walt Disney,2020,94,Spanish,4.8,51
898,Campaign Necessary,Documentary,149058104,Walt Disney,2007,80,Korean,7.8,30
899,Fire Rock,Romance,66511488,Lionsgate Films,2010,99,English,8.9,10
900,Human Apply,Thriller,207892218,Legendary,2012,164,English,7.0,37
901,Parent Factor,Horror,124071536,MGM Studios,2023,140,French,6.3,9
902,Certain Amount,Sci-Fi,149632095,Paramount Pictures,2001,126,Hindi,5.8,10
903,Last Go,Drama,37127540,DC,2002,134,French,5.8,10
904,Over Push,Sci-Fi,178139654,Sony Pictures,2008,82,Spanish,9.2,12
905,Forget Experience,Horror,114558914,MGM Studios,2010,137,Spanish,7.0,24
906,Oil Affect,Action,257173526,Universal Studios,2025,97,English,5.8,56
907,Other Idea,Drama,9004172,Walt Disney,2019,163,Korean,5.0,94
908,Wife Partner,Comedy,81354080,Marvel Studios,2002,105,Spanish,5.7,92
909,Why Happy,Horror,217645488,Paramount Pictures,2017,152,French,6.8,5
910,Issue Matter,Documentary,116759807,Walt Disney,2005,134,Korean,9.0,30
911,Exist Hair,Comedy,100522062,Legendary,2014,163,Korean,7.9,4
912,Natural Fine,Documentary,183063070,MGM Studios,2016,148,Spanish,6.9,70
913,Explain Father,Horror,190202370,Warner Bros,2020,106,French,7.9,90
914,Trade Send,Romance,109993009,Walt Disney,2019,91,French,8.3,43
915,Perhaps Win,Romance,102133651,Universal Studios,2016,166,French,8.4,82
916,View Life,Sci-Fi,98543543,Warner Bros,2003,98,English,5.3,76
917,Generation Half,Comedy,189963980,Universal Studios,2024,124,Korean,8.5,35
918,Reflect Style,Romance,245864035,Marvel Studios,2015,80,French,4.7,18
919,Floor Understand,Horror,250251560,Sony Pictures,2009,119,Spanish,7.8,56
920,Weight Him,Documentary,216238902,Marvel Studios,2018,137,Spanish,6.8,40
921,Short As,Comedy,226372817,Warner Bros,2012,124,Korean,8.0,5
922,Teach Detail,Romance,178503413,Universal Studios,2000,132,Tamil,6.3,90
923,Score Its,Thriller,253468793,Warner Bros,2001,155,French,6.4,35
924,Couple See,Horror,101111110,Paramount Pictures,2014,90,English,8.9,73
925,Executive Everything,Sci-Fi,74740928,MGM Studios,2022,128,Tamil,6.1,7
926,Possible During,Sci-Fi,251155885,Universal Studios,2005,127,Hindi,5.1,68
927,Stock Society,Drama,249395429,Sony Pictures,2021,106,Korean,6.0,11
928,Picture From,Sci-Fi,156682300,Lionsgate Films,2019,151,Spanish,8.3,79
929,Reveal Research,Horror,188196654,Marvel Studios,2013,164,Korean,5.7,43
930,Others Fill,Romance,157852143,Warner Bros,2009,170,Hindi,8.4,40
931,About Expect,Comedy,213344218,MGM Studios,2019,155,Tamil,8.3,32
932,Collection Spend,Romance,149062525,MGM Studios,2014,116,Tamil,7.4,35
933,Better Thing,Horror,142623519,Universal Studios,2016,177,French,8.7,90
934,Claim Her,Drama,79439066,Warner Bros,2001,155,Hindi,7.0,17
935,Bit Difference,Documentary,118320402,MGM Studios,2021,148,French,8.4,67
936,Technology Political,Romance,54557687,Warner Bros,2005,93,English,9.5,98
937,Shoulder No,Documentary,70304001,Universal Studios,2022,102,English,8.8,98
938,Low More,Action,258123685,DC,2009,146,Hindi,5.5,81
939,Can Ground,Horror,199934311,DC,2015,154,Tamil,8.8,17
940,Organization Activity,Action,132229424,Universal Studios,2001,118,Hindi,7.3,39
941,Recently Ask,Horror,35407140,Legendary,2023,158,Tamil,7.3,4
942,Certain Wear,Drama,192003369,Walt Disney,2004,179,English,5.5,60
943,Out Material,Sci-Fi,212249203,DC,2016,170,Spanish,6.5,43
944,Mind Strong,Sci-Fi,254055882,Universal Studios,2017,135,English,9.1,79
945,Fight Rise,Thriller,37928307,Marvel Studios,2022,126,Spanish,6.0,34
946,Small Near,Sci-Fi,213895502,Sony Pictures,2007,90,English,5.6,70
947,Change Thought,Sci-Fi,26800901,Warner Bros,2009,103,Tamil,8.6,21
948,Score American,Drama,18977375,Warner Bros,2006,119,Korean,6.0,34
949,Reach Next,Horror,112622052,Walt Disney,2000,118,Tamil,7.8,92
950,Majority Artist,Horror,271816315,Sony Pictures,2025,149,English,4.7,84
951,Thing Leave,Sci-Fi,76628088,MGM Studios,2008,128,Spanish,9.3,20
952,Reveal Term,Comedy,262614806,Paramount Pictures,2009,88,Korean,5.8,5
953,Hour Kind,Romance,112582884,DC,2001,99,Tamil,7.2,47
954,Sound Section,Action,88708346,Legendary,2017,158,Hindi,6.6,44
955,Very Add,Drama,241762810,DC,2023,176,Tamil,5.5,18
956,College Other,Drama,126505988,Universal Studios,2004,82,Tamil,6.2,74
957,Industry Network,Comedy,116709770,Warner Bros,2000,109,English,5.6,33
958,Year Still,Horror,252495046,Paramount Pictures,2002,173,French,5.1,55
959,Child Window,Documentary,197065311,Universal Studios,2014,134,Tamil,8.4,79
960,Science Interview,Sci-Fi,170215647,Warner Bros,2023,87,Tamil,5.9,48
961,I Citizen,Thriller,31091636,Walt Disney,2005,109,French,7.4,99
962,Attorney Economy,Romance,262797719,Legendary,2007,83,Tamil,5.9,17
963,Carry Different,Action,69212560,Lionsgate Films,2009,138,English,9.2,75
964,Whole Material,Action,49783839,Paramount Pictures,2022,100,Tamil,7.8,17
965,Go Trade,Romance,28981278,DC,2001,136,French,6.6,34
966,Reflect Every,Documentary,55540868,Paramount Pictures,2020,161,French,7.0,34
967,Up Shake,Horror,57838976,MGM Studios,2025,156,Tamil,9.1,7
968,Plan Peace,Horror,194145084,Lionsgate Films,2007,148,Korean,5.3,87
969,Get Population,Documentary,80638329,DC,2016,88,Tamil,5.3,77
970,Build Network,Action,185276704,Sony Pictures,2012,177,Spanish,5.9,33
971,Your Significant,Drama,133824776,Paramount Pictures,2007,160,Tamil,6.8,99
972,Stop Despite,Comedy,101022736,Walt Disney,2004,90,English,9.4,16
973,Idea Account,Documentary,276690052,Universal Studios,2007,169,Hindi,9.4,71
974,Film Improve,Horror,27841731,Walt Disney,2014,86,Korean,6.0,5
975,Suffer Help,Thriller,82094669,DC,2003,155,Spanish,7.6,89
976,Stock Live,Sci-Fi,96671898,MGM Studios,2010,174,English,7.0,23
977,Kind Your,Drama,77292026,Paramount Pictures,2012,175,Hindi,5.7,72
978,Outside I,Documentary,98596637,Legendary,2000,126,Hindi,5.2,15
979,So Many,Horror,95568506,Sony Pictures,2021,121,French,8.6,76
980,Before Image,Horror,104271220,Warner Bros,2023,174,English,8.0,26
981,Local Big,Thriller,156637150,Marvel Studios,2009,136,English,6.0,67
982,More Toward,Documentary,274038893,MGM Studios,2018,122,English,5.9,3
983,Politics Sell,Drama,6542867,DC,2019,167,Korean,8.3,88
984,Feel Fact,Sci-Fi,39317248,MGM Studios,2024,120,Tamil,8.4,58
985,Join From,Documentary,139179113,MGM Studios,2022,103,Korean,6.6,85
986,Partner Others,Thriller,86876970,MGM Studios,2023,120,Korean,5.7,24
987,Through Determine,Documentary,268366080,Paramount Pictures,2010,101,Tamil,9.1,73
988,Whom Career,Drama,10415032,Sony Pictures,2002,131,Hindi,7.2,19
989,Total Eye,Drama,15912643,DC,2018,172,Tamil,5.3,37
990,Can Next,Comedy,39298155,DC,2024,132,Tamil,4.7,76
991,Someone Strong,Sci-Fi,170546323,MGM Studios,2012,109,Korean,5.7,86
992,Throughout Wind,Drama,220368434,Legendary,2019,172,Hindi,7.8,24
993,Ten Say,Action,232640715,Sony Pictures,2002,122,French,5.8,66
994,Rich Down,Action,296936581,DC,2003,104,Tamil,8.1,29
995,Easy Language,Action,24412615,Marvel Studios,2018,148,Tamil,8.0,21
996,Left Most,Comedy,45940369,Legendary,2004,92,Tamil,8.4,48
997,Sure Top,Romance,275535275,Walt Disney,2022,127,Spanish,5.3,56
998,Smile Build,Horror,288647630,Paramount Pictures,2012,118,English,5.0,75
999,Together Message,Comedy,285991641,DC,2008,151,Spanish,4.8,40
1000,Radio Raise,Romance,72707278,Universal Studios,2001,129,Tamil,7.4,65
1001,Behind Can,Documentary,238428028,Lionsgate Films,2015,111,Hindi,7.1,100
1002,Difficult Themselves,Horror,216675331,Marvel Studios,2012,175,Hindi,8.4,16
1003,By I,Horror,70418040,Warner Bros,2009,164,Tamil,5.1,19
1004,My Make,Horror,78755322,Legendary,2002,104,Tamil,4.6,89
1005,Spring Administration,Comedy,25412667,Marvel Studios,2005,158,Hindi,7.2,15
1006,Through How,Romance,261703199,Lionsgate Films,2018,178,French,8.8,12
1007,Brother Beat,Documentary,240720113,Legendary,2024,132,Spanish,7.5,79
1008,Order Ever,Romance,283848267,Walt Disney,2020,100,Spanish,8.0,15
1009,Commercial My,Action,31608653,Warner Bros,2013,134,Korean,4.6,89
1010,Prevent Determine,Drama,2144047,Universal Studios,2000,124,Tamil,8.2,70
1011,Trial Begin,Sci-Fi,104826427,Lionsgate Films,2012,104,English,4.5,81
1012,Listen What,Action,176362149,Legendary,2008,111,Spanish,9.0,71
1013,Teach Speech,Action,191738452,Lionsgate Films,2022,100,Korean,8.7,79
1014,Mission Book,Drama,34526391,Universal Studios,2014,130,Spanish,8.0,21
1015,President Wonder,Documentary,235155029,Warner Bros,2007,102,Spanish,9.5,27
1016,Sign Team,Horror,110439329,Warner Bros,2015,132,French,4.9,44
1017,Animal Child,Comedy,292161748,Sony Pictures,2005,130,Korean,5.0,56
1018,Tonight Ground,Romance,59336482,Universal Studios,2002,104,Tamil,7.8,21
1019,Rock Effort,Thriller,122122819,MGM Studios,2004,92,French,7.2,66
1020,Performance Least,Thriller,188543835,Legendary,2014,174,Spanish,8.1,9
